,start_time,end_time,content
8369,2757.02,2757.22,out
8370,2757.22,2757.64,billions
8371,2757.64,2757.73,of
8372,2757.73,2758.08,dollars
8373,2758.08,2758.18,to
8374,2758.18,2758.52,manage
8375,2758.52,2758.6,He
8376,2758.6,2758.85,makes
8377,2758.85,2759.26,millions
8378,2759.26,2759.34,of
8379,2759.34,2759.71,dollars
8380,2759.72,2760.11,And
8381,2760.11,2760.74,also
8382,2760.75,2761.09,while
8383,2761.09,2761.28,we're
8384,2761.28,2761.45,at
8385,2761.45,2761.73,it
8386,2761.74,2762.16,why
8387,2762.16,2762.38,is
8388,2762.38,2762.52,it
8389,2762.53,2762.84,just
8390,2762.84,2762.97,out
8391,2762.97,2763.04,of
8392,2763.04,2763.92,curiosity
8393,2764.48,2764.62,the
8394,2764.62,2765.03,mayor
8395,2765.03,2765.25,of
8396,2765.25,2765.96,Moscow's
8397,2765.96,2766.4,wife
8398,2766.41,2766.62,gave
8399,2766.62,2766.74,you
8400,2766.74,2767.04,Sun
8401,2767.04,2768.04,$3.5
8402,2768.04,2768.45,million
8403,2768.45,2768.61,And
8404,2768.61,2768.78,what
8405,2768.78,2768.91,did
8406,2768.91,2769.03,he
8407,2769.03,2769.22,do
8408,2769.22,2769.33,to
8409,2769.33,2769.79,deserve
8410,2769.79,2769.94,it
8411,2769.95,2770.34,What
8412,2770.34,2770.47,did
8413,2770.47,2770.64,he
8414,2770.64,2770.98,do
8415,2770.98,2771.35,with
8416,2771.35,2772.22,Verizon
8417,2772.23,2772.8,Deserve
8418,2772.89,2773.25,100
8419,2773.25,2773.38,and
8420,2773.38,2774.89,"$83,000"
8421,2774.9,2775.66,that
8422,2775.67,2776.2,a
8423,2776.21,2776.73,if
8424,2776.73,2777.04,not
8425,2777.05,2777.41,none
8426,2777.41,2777.53,of
8427,2777.53,2777.74,that
8428,2777.74,2777.84,is
8429,2777.84,2778.14,true
8430,2778.15,2778.52,Really
8431,2778.53,2779.29,A
8432,2779.3,2779.78,Mr
8433,2779.78,2780.43,President
8434,2780.44,2780.63,is
8435,2780.63,2781.12,totally
8436,2781.12,2781.57,president
8437,2781.57,2782.12,Please
8438,2782.13,2782.61,Totally
8439,2782.61,2783.5,discredited
8440,2783.78,2784.12,totally
8441,2784.12,2784.82,discredited
8442,2784.82,2784.94,And
8443,2784.94,2785.14,by
8444,2785.14,2785.26,the
8445,2785.26,2785.61,way
8446,2785.62,2786.13,way
8447,2786.14,2786.5,get
8448,2786.51,2786.89,half
8449,2786.89,2786.92,a
8450,2786.93,2787.23,million
8451,2787.23,2787.6,dollars
8452,2787.6,2787.92,Joe
8453,2787.98,2788.23,this
8454,2788.23,2788.62,device
8455,2788.63,2788.74,you
8456,2788.74,2788.92,got
8457,2788.92,2789.19,three
8458,2789.19,2789.73,president
8459,2789.73,2790.34,dollars
8460,2790.35,2790.67,It
8461,2790.67,2790.81,is
8462,2790.81,2791.05,not
8463,2791.06,2791.58,true
8464,2791.59,2792.21,Mr
8465,2792.21,2793.25,President
8466,2793.26,2794.26,It's
8467,2794.26,2794.36,an
8468,2794.36,2794.61,open
8469,2794.61,2795.14,discussion
8470,2795.14,2795.78,Please
8471,2795.79,2796.42,You
8472,2796.43,2797.14,effect
8473,2797.15,2797.55,Well
8474,2797.56,2798.09,you
8475,2798.09,2798.25,have
8476,2798.25,2798.57,raised
8477,2798.57,2798.66,an
8478,2798.66,2798.97,issue
8479,2798.97,2799.24,Let
8480,2799.25,2799.37,it's
8481,2799.37,2799.61,been
8482,2799.62,2800.27,president
8483,2800.27,2800.64,Answer
8484,2800.65,2801.49,Discredited
8485,2801.5,2801.91,was
8486,2802.16,2802.74,100
8487,2802.74,2802.84,and
8488,2802.84,2803.69,$83
8489,2803.69,2803.76,a
8490,2803.76,2804.37,month
8491,2804.38,2804.98,with
8492,2804.98,2805.24,no
8493,2805.24,2805.87,experience
8494,2805.87,2805.98,in
8495,2805.98,2806.79,energy
8496,2806.88,2807.42,Look
8497,2807.43,2807.93,my
8498,2807.93,2808.35,son
8499,2808.35,2808.57,did
8500,2808.57,2808.97,nothing
8501,2808.97,2809.51,wrong
8502,2809.51,2809.62,And
8503,2809.62,2810.13,Barisan
8504,2810.14,2811.09,Mr
8505,2811.09,2811.54,President
8506,2811.54,2811.82,Guy
8507,2811.82,2812.1,that
8508,2812.11,2812.2,the
8509,2812.2,2812.7,answer
8510,2813.38,2813.64,he
8511,2813.64,2813.83,doesn't
8512,2813.83,2813.97,want
8513,2813.97,2814.08,Let
8514,2814.08,2814.19,me
8515,2814.19,2814.44,answer
8516,2814.44,2814.67,because
8517,2814.67,2814.77,he
8518,2814.77,2815.12,knows
8519,2815.12,2815.21,I
8520,2815.21,2815.43,have
8521,2815.43,2815.52,the
8522,2815.52,2815.96,truth
8523,2815.97,2816.58,His
8524,2816.58,2817.03,position
8525,2817.03,2817.14,has
8526,2817.14,2817.34,been
8527,2817.35,2817.96,totally
8528,2817.96,2818.58,thoroughly
8529,2818.59,2819.6,discredited
8530,2819.61,2820.48,by
8531,2820.48,2821.1,everybody
8532,2821.1,2821.5,well
8533,2821.51,2821.8,by
8534,2821.8,2821.9,the
8535,2821.9,2822.39,media
8536,2822.39,2822.62,by
8537,2822.62,2822.81,our
8538,2822.81,2823.51,allies
8539,2823.51,2823.72,by
8540,2823.72,2823.85,the
8541,2823.85,2824.2,World
8542,2824.2,2824.65,Bank
8543,2824.66,2825.11,By
8544,2827.18,2827.33,bye
8545,2827.33,2828.09,everyone
8546,2828.1,2828.46,has
8547,2828.46,2829.28,discredited
8548,2829.29,2829.5,a
8549,2829.5,2829.75,matter
8550,2829.75,2829.81,of
8551,2829.81,2830.31,fact
8552,2830.32,2830.55,matter
8553,2830.55,2830.61,of
8554,2830.61,2831.09,fact
8555,2831.1,2831.24,the
8556,2831.25,2831.66,people
8557,2831.66,2831.79,who
8558,2831.79,2832.72,testified
8559,2832.73,2833.34,under
8560,2833.34,2833.88,oath
8561,2833.89,2834.09,So
8562,2834.09,2834.22,let
8563,2834.22,2834.32,me
8564,2834.32,2836.16,Oh
8565,2836.17,2836.61,I'm
8566,2836.61,2836.95,listening
8567,2836.95,2837.05,to
8568,2837.05,2837.18,you
8569,2837.19,2837.63,People
8570,2837.63,2838.07,under
8571,2838.08,2838.62,three
8572,2838.63,2839.87,testified
8573,2839.88,2841.57,testified
8574,2841.57,2841.89,under
8575,2841.89,2842.11,oath
8576,2842.11,2842.2,and
8577,2842.2,2842.36,his
8578,2842.36,2843.03,administration
8579,2843.03,2843.5,said
8580,2843.48,2843.81,I
8581,2843.81,2844.18,did
8582,2844.18,2844.44,my
8583,2844.44,2844.86,job
8584,2844.86,2844.99,and
8585,2844.99,2845.05,I
8586,2845.05,2845.27,did
8587,2845.27,2845.4,it
8588,2845.4,2845.76,very
8589,2845.76,2846.26,well
8590,2846.27,2846.46,I
8591,2846.46,2846.78,didn't
8592,2846.79,2847.28,honor
8593,2847.29,2847.46,who
8594,2847.46,2847.64,they
8595,2847.64,2848.01,are
8596,2847.98,2848.58,Everyone
8597,2848.58,2848.76,I'll
8598,2848.76,2848.95,give
8599,2848.95,2849.03,you
8600,2849.03,2849.15,the
8601,2849.15,2849.52,list
8602,2849.52,2849.62,of
8603,2849.62,2849.73,the
8604,2849.74,2850.04,people
8605,2850.04,2850.12,who
8606,2850.12,2850.62,testing
8607,2850.63,2850.76,I'm
8608,2850.77,2851.44,sure
8609,2851.45,2852.04,you've
8610,2852.04,2852.35,already
8611,2852.35,2852.69,fired
8612,2852.69,2853.0,most
8613,2853.0,2853.1,of
8614,2853.1,2853.23,them
8615,2853.23,2853.62,because
8616,2853.62,2853.74,they
8617,2853.74,2853.91,did
8618,2853.91,2853.97,a
8619,2853.97,2854.15,good
8620,2854.15,2855.12,job
8621,2855.13,2855.47,Well
8622,2855.47,2855.99,here's
8623,2856.68,2857.48,you
8624,2857.49,2858.03,Wait
8625,2858.03,2858.07,a
8626,2858.07,2858.29,minute
8627,2858.3,2858.39,You
8628,2858.39,2858.53,get
8629,2858.53,2858.63,the
8630,2858.63,2858.94,final
8631,2858.94,2859.14,word
8632,2859.15,2859.49,Well
8633,2859.5,2859.68,it's
8634,2859.68,2859.88,hard
8635,2859.88,2859.95,to
8636,2859.95,2860.11,get
8637,2860.11,2860.3,any
8638,2860.3,2860.56,word
8639,2860.56,2860.66,in
8640,2860.66,2860.81,with
8641,2860.81,2860.99,this
8642,2860.99,2861.46,clown
8643,2861.47,2861.86,Excuse
8644,2861.86,2861.99,me
8645,2861.99,2862.18,This
8646,2862.19,2862.5,Hey
8647,2862.5,2862.64,let
8648,2862.64,2862.75,me
8649,2862.75,2862.95,just
8650,2862.95,2863.13,say
8651,2863.14,2863.91,no
8652,2863.92,2864.36,Mr
8653,2864.36,2865.26,President
8654,2865.27,2866.32,President
8655,2866.33,2866.58,That
8656,2866.58,2866.7,is
8657,2866.7,2867.16,simply
8658,2867.16,2867.44,Why
8659,2867.44,2867.61,did
8660,2867.61,2867.73,he
8661,2867.73,2868.22,deserve
8662,2868.22,2868.78,3.5
8663,2868.78,2869.08,million
8664,2869.08,2869.27,from
8665,2869.27,2869.74,Moscow
8666,2869.74,2870.27,Look
8667,2870.28,2870.66,here's
8668,2870.66,2870.74,the
8669,2870.74,2871.31,deal
8670,2871.32,2871.66,We
8671,2871.66,2871.82,want
8672,2871.82,2871.88,to
8673,2871.88,2872.2,talk
8674,2872.2,2872.67,about
8675,2872.68,2873.45,families
8676,2873.46,2873.7,and
8677,2873.7,2874.29,ethics
8678,2874.78,2874.95,I
8679,2874.95,2875.1,don't
8680,2875.1,2875.25,want
8681,2875.25,2875.32,to
8682,2875.32,2875.5,do
8683,2875.5,2876.0,that
8684,2876.01,2876.24,I
8685,2876.24,2876.48,mean
8686,2876.48,2876.72,his
8687,2876.72,2877.12,family
8688,2877.12,2877.23,We
8689,2877.23,2877.37,could
8690,2877.37,2877.6,talk
8691,2877.6,2877.83,about
8692,2877.83,2877.99,all
8693,2877.99,2878.32,night
8694,2878.33,2878.63,His
8695,2878.63,2878.94,family
8696,2878.94,2879.02,is
8697,2879.02,2879.3,our
8698,2879.31,2880.0,family
8699,2879.98,2880.1,What
8700,2880.11,2880.42,does
8701,2880.43,2881.22,family
8702,2881.23,2882.27,fortune
8703,2882.28,2882.7,coming
8704,2882.7,2882.93,down
8705,2882.93,2883.05,and
8706,2883.05,2883.39,helping
8707,2883.4,2884.28,governments
8708,2884.28,2884.47,And
8709,2884.47,2884.72,that's
8710,2884.72,2884.99,such
8711,2884.99,2885.43,a
8712,2885.44,2885.98,Mr
8713,2885.98,2886.23,Press
8714,2886.23,2886.47,Such
8715,2886.47,2886.54,a
8716,2886.55,2886.98,great
8717,2886.99,2887.54,thing
8718,2887.55,2887.73,This
8719,2887.73,2887.86,is
8720,2887.86,2888.18,not
8721,2888.18,2888.69,about
8722,2888.7,2888.94,my
8723,2888.95,2889.44,family
8724,2889.44,2889.52,or
8725,2889.52,2889.74,his
8726,2889.74,2890.12,family
8727,2890.12,2890.27,It's
8728,2890.27,2890.61,about
8729,2890.61,2890.88,your
8730,2890.88,2891.5,family
8731,2891.51,2891.71,the
8732,2891.71,2892.21,American
8733,2892.21,2892.62,people
8734,2892.63,2893.03,He
8735,2893.04,2893.69,doesn't
8736,2893.7,2894.0,That's
8737,2894.0,2894.24,not
8738,2894.24,2894.51,true
8739,2894.51,2894.68,It
8740,2894.68,2895.25,doesn't
8741,2895.25,2895.64,want
8742,2895.65,2895.77,to
8743,2895.77,2896.24,talk
8744,2896.24,2896.78,about
8745,2896.97,2897.4,what
8746,2897.41,2897.82,you
8747,2897.82,2898.25,need
8748,2898.26,2899.05,You
8749,2899.06,2899.16,the
8750,2899.16,2899.61,American
8751,2899.61,2900.16,people
8752,2900.17,2900.43,it's
8753,2900.43,2900.77,about
8754,2900.77,2901.43,you
8755,2901.44,2901.7,That's
8756,2901.7,2901.79,what
8757,2901.79,2901.89,we're
8758,2901.89,2902.28,talking
8759,2902.28,2902.65,about
8760,2902.66,2902.79,All
8761,2902.79,2902.97,right
8762,2902.97,2903.4,that
8763,2903.41,2904.04,that's
8764,2904.04,2904.16,the
8765,2904.16,2904.29,end
8766,2904.29,2904.36,of
8767,2904.36,2904.45,the
8768,2904.45,2904.86,segment
8769,2904.86,2905.44,We're
8770,2905.44,2905.79,moving
8771,2905.79,2906.14,on
8772,2906.15,2906.37,It
8773,2906.37,2906.64,didn't
8774,2906.64,2906.88,take
8775,2906.88,2907.04,them
8776,2907.04,2907.33,Vice
8777,2907.33,2908.11,President
8778,2908.12,2908.62,No
8779,2908.63,2908.83,Be
8780,2908.83,2909.19,honest
8781,2909.2,2909.36,It's
8782,2909.36,2909.42,a
8783,2909.42,2909.68,very
8784,2909.68,2909.99,important
8785,2909.99,2911.74,thio
8786,2911.75,2912.39,Know
8787,2912.4,2912.85,the
8788,2912.85,2913.11,answer
8789,2913.11,2913.19,to
8790,2913.19,2913.3,that
8791,2913.31,2913.71,question
8792,2913.71,2913.85,is
8793,2913.85,2914.28,no
8794,2914.27,2915.01,Ukraine
8795,2915.01,2915.39,No
8796,2915.4,2915.88,sir
8797,2915.89,2916.08,With
8798,2916.08,2916.14,a
8799,2916.14,2916.57,billion
8800,2916.57,2917.02,dollars
8801,2917.02,2917.12,of
8802,2917.12,2917.76,that
8803,2917.77,2918.29,You
8804,2918.29,2918.41,know
8805,2918.41,2918.56,what
8806,2918.56,2918.84,You're
8807,2918.85,2919.77,not
8808,2919.78,2920.28,You're
8809,2920.29,2920.62,doing
8810,2920.62,2920.72,it
8811,2920.72,2920.9,You're
8812,2920.9,2921.11,gonna
8813,2921.11,2921.42,have
8814,2921.43,2922.04,true
8815,2922.05,2922.58,gentlemen
8816,2922.77,2924.12,e
8817,2924.13,2924.35,hate
8818,2924.35,2924.46,to
8819,2924.46,2924.69,raise
8820,2924.69,2924.85,my
8821,2924.85,2925.16,voice
8822,2925.16,2925.41,but
8823,2925.42,2925.56,he
8824,2925.56,2925.78,seems
8825,2925.78,2925.87,to
8826,2925.87,2926.16,be
8827,2926.17,2926.57,Why
8828,2926.57,2926.79,shouldn't
8829,2926.79,2926.88,I
8830,2926.88,2926.98,be
8831,2926.98,2927.29,different
8832,2927.29,2927.41,than
8833,2927.41,2927.51,the
8834,2927.52,2927.72,two
8835,2927.72,2927.85,of
8836,2927.85,2928.25,you
8837,2928.26,2928.66,So
8838,2928.66,2928.9,here's
8839,2928.9,2929.0,the
8840,2929.0,2929.27,data
8841,2929.27,2929.75,point
8842,2929.76,2930.01,We
8843,2930.01,2930.99,have
8844,2931.47,2932.23,six
8845,2932.23,2932.7,segments
8846,2932.7,2932.83,We
8847,2932.83,2932.95,have
8848,2932.95,2933.28,ended
8849,2933.28,2933.49,that
8850,2933.49,2934.05,segment
8851,2934.19,2934.37,We're
8852,2934.37,2934.58,going
8853,2934.58,2934.66,to
8854,2934.66,2934.8,go
8855,2934.8,2934.88,to
8856,2934.88,2934.98,the
8857,2934.98,2935.27,next
8858,2935.27,2935.76,segment
8859,2935.78,2935.97,in
8860,2935.97,2936.19,that
8861,2936.19,2936.7,segment
8862,2936.83,2937.25,us
8863,2937.25,2937.36,You're
8864,2937.36,2937.53,gonna
8865,2937.53,2937.71,have
8866,2937.72,2937.95,to
8867,2937.95,2938.67,uninterrupted
8868,2938.67,2939.21,moments
8869,2939.31,2939.5,in
8870,2939.5,2939.74,those
8871,2939.74,2939.97,two
8872,2939.97,2940.47,interrupted
8873,2940.47,2940.73,minutes
8874,2940.73,2940.97,Mr
8875,2940.97,2941.35,President
8876,2941.35,2941.43,you
8877,2941.43,2941.57,can
8878,2941.57,2941.8,say
8879,2941.81,2942.23,anything
8880,2942.23,2942.34,you
8881,2942.34,2942.78,want
8882,2943.47,2943.65,I've
8883,2943.65,2943.79,been
8884,2943.79,2944.06,asked
8885,2944.06,2944.11,a
8886,2944.11,2944.45,question
8887,2944.45,2944.75,about
8888,2944.75,2945.03,race
8889,2945.03,2945.15,but
8890,2945.15,2945.26,if
8891,2945.26,2945.38,you
8892,2945.38,2945.57,want
8893,2945.57,2945.63,to
8894,2945.63,2945.94,answer
8895,2945.94,2946.18,about
8896,2946.18,2946.46,something
8897,2946.46,2946.68,else
8898,2946.68,2946.86,go
8899,2946.86,2947.37,ahead
8900,2947.38,2947.9,But
8901,2947.91,2948.35,way
8902,2948.35,2948.41,I
8903,2948.41,2948.86,think
8904,2948.86,2949.07,that
8905,2949.08,2949.5,the
8906,2949.51,2949.92,country
8907,2949.92,2950.08,would
8908,2950.08,2950.19,be
8909,2950.19,2950.5,better
8910,2950.5,2951.27,served
8911,2951.28,2951.59,if
8912,2951.59,2951.74,we
8913,2951.74,2952.35,allowed
8914,2952.36,2952.71,both
8915,2952.71,2953.0,people
8916,2953.0,2953.08,to
8917,2953.08,2953.63,speak
8918,2953.64,2954.0,with
8919,2954.0,2954.4,fewer
8920,2954.4,2955.13,interruptions
8921,2955.13,2955.46,I'm
8922,2955.46,2955.88,appealing
8923,2955.88,2955.96,to
8924,2955.96,2956.08,you
8925,2956.08,2956.28,sir
8926,2956.28,2956.38,to
8927,2956.38,2956.56,do
8928,2956.56,2957.18,that
8929,2957.19,2957.38,and
8930,2957.38,2957.56,him
8931,2957.56,2958.04,too
8932,2958.05,2958.44,Well
8933,2958.45,2958.87,frankly
8934,2958.87,2959.03,you've
8935,2959.03,2959.18,been
8936,2959.18,2959.4,doing
8937,2959.4,2959.61,Mawr
8938,2959.61,2960.08,interrupted
8939,2960.08,2960.36,that
8940,2960.37,2960.67,But
8941,2960.67,2960.78,he
8942,2960.78,2961.03,does
8943,2961.03,2961.65,plenty
8944,2961.66,2962.24,well
8945,2962.24,2962.53,less
8946,2962.53,2962.91,than
8947,2962.97,2963.29,sir
8948,2963.29,2963.53,Less
8949,2963.53,2963.69,than
8950,2963.69,2964.0,plenty
8951,2964.01,2964.35,no
8952,2964.36,2964.6,less
8953,2964.6,2964.74,than
8954,2964.74,2964.9,you
8955,2964.9,2965.19,have
8956,2965.56,2965.89,Let's
8957,2965.89,2966.32,please
8958,2966.32,2966.74,continue
8959,2966.74,2967.21,one
8960,2967.87,2968.08,The
8961,2968.08,2968.31,issue
8962,2968.31,2968.44,of
8963,2968.44,2968.8,race
8964,2968.81,2969.07,Vice
8965,2969.07,2969.43,President
8966,2969.43,2969.7,Biden
8967,2969.7,2969.84,You
8968,2969.84,2970.25,say
8969,2970.26,2970.65,that
8970,2970.73,2971.59,President
8971,2971.61,2972.2,Trump's
8972,2972.21,2973.04,response
8973,2973.36,2973.5,to
8974,2973.5,2973.61,the
8975,2973.61,2974.23,violence
8976,2974.24,2974.41,in
8977,2974.41,2975.15,Charlottesville
8978,2975.15,2975.4,three
8979,2975.4,2975.69,years
8980,2975.69,2976.25,ago
8981,2976.39,2976.68,when
8982,2976.68,2976.76,he
8983,2976.76,2977.12,talked
8984,2977.12,2977.5,about
8985,2977.51,2977.86,very
8986,2977.86,2978.17,fine
8987,2978.17,2978.73,people
8988,2978.74,2978.94,on
8989,2978.94,2979.23,both
8990,2979.23,2979.83,sides
8991,2980.27,2980.5,was
8992,2980.5,2980.69,what
8993,2980.69,2981.37,directly
8994,2981.38,2981.74,lead
8995,2981.74,2982.35,you
8996,2983.37,2983.61,to
8997,2983.61,2984.0,launch
8998,2984.0,2984.23,this
8999,2984.23,2984.48,run
9000,2984.48,2984.63,for
9001,2984.63,2985.26,president
9002,2985.27,2985.55,Yes
9003,2985.55,2985.81,sure
9004,2986.08,2986.58,President
9005,2987.17,2987.51,Trump
9006,2987.51,2988.06,you
9007,2988.07,2988.27,have
9008,2988.27,2988.66,often
9009,2988.66,2989.07,said
9010,2989.07,2989.24,that
9011,2989.24,2989.39,you
9012,2989.39,2989.81,believe
9013,2989.81,2990.02,you
9014,2990.02,2990.21,have
9015,2990.21,2991.23,dunmore
9016,2991.59,2991.78,for
9017,2991.78,2992.11,black
9018,2992.11,2992.75,Americans
9019,2992.75,2992.9,than
9020,2992.9,2993.15,any
9021,2993.15,2993.71,president
9022,2993.72,2993.85,With
9023,2993.85,2993.93,the
9024,2993.93,2994.65,possible
9025,2994.66,2995.5,exception
9026,2995.76,2995.93,of
9027,2995.93,2996.37,Abraham
9028,2996.37,2996.67,Lincoln
9029,2996.67,2996.8,My
9030,2996.8,2997.34,question
9031,2997.34,2997.47,for
9032,2997.47,2997.58,the
9033,2997.58,2997.77,two
9034,2997.77,2997.92,of
9035,2997.92,2998.32,you
9036,2998.58,2998.8,is
9037,2998.8,2999.25,why
9038,2999.25,2999.49,should
9039,2999.49,3000.03,voters
9040,3000.03,3000.55,trust
9041,3000.56,3000.97,you
9042,3000.98,3001.37,rather
9043,3001.37,3001.54,than
9044,3001.54,3001.72,your
9045,3001.72,3002.34,opponent
9046,3002.69,3002.85,to
9047,3002.85,3003.14,deal
9048,3003.14,3003.27,with
9049,3003.27,3003.37,the
9050,3003.37,3003.68,race
9051,3003.68,3004.11,issues
9052,3004.11,3004.56,facing
9053,3004.56,3004.77,this
9054,3004.77,3005.26,country
9055,3005.26,3005.39,over
9056,3005.39,3005.48,the
9057,3005.48,3005.76,next
9058,3005.76,3005.95,four
9059,3005.95,3006.41,years
9060,3006.56,3006.9,Vice
9061,3006.9,3007.33,President
9062,3007.33,3007.64,Biden
9063,3007.64,3007.76,You
9064,3007.76,3007.9,go
9065,3007.9,3008.39,first
9066,3009.36,3009.58,It's
9067,3009.58,3009.85,about
9068,3009.86,3010.7,equity
9069,3010.71,3010.89,and
9070,3010.89,3011.61,equality
9071,3011.62,3011.84,It's
9072,3011.84,3012.24,about
9073,3012.24,3013.05,decency
9074,3013.06,3013.31,It's
9075,3013.31,3013.73,about
9076,3013.73,3013.83,the
9077,3013.83,3014.7,Constitution
9078,3015.36,3015.53,and
9079,3015.53,3015.64,we
9080,3015.64,3015.77,have
9081,3015.77,3016.1,never
9082,3016.1,3016.46,walked
9083,3016.46,3016.8,away
9084,3016.8,3017.31,from
9085,3017.32,3017.89,trying
9086,3017.89,3018.01,to
9087,3018.01,3018.53,quite
9088,3018.54,3019.45,require
9089,3019.46,3019.85,equity
9090,3019.85,3020.03,for
9091,3020.03,3020.51,everyone
9092,3020.52,3021.1,Equality
9093,3021.1,3021.26,for
9094,3021.26,3021.36,the
9095,3021.36,3021.76,whole
9096,3021.77,3021.92,of
9097,3021.92,3022.5,America
9098,3022.96,3023.72,But
9099,3023.73,3023.94,we've
9100,3023.94,3024.16,never
9101,3024.16,3024.82,accomplished
9102,3024.83,3025.05,But
9103,3025.05,3025.25,we've
9104,3025.25,3025.81,never
9105,3025.82,3026.16,walked
9106,3026.16,3026.39,away
9107,3026.39,3026.58,from
9108,3026.58,3026.68,it
9109,3026.68,3026.92,like
9110,3026.92,3027.06,he
9111,3027.06,3027.22,has
9112,3027.22,3027.58,done
9113,3027.96,3028.14,It
9114,3028.14,3028.29,is
9115,3028.29,3028.61,true
9116,3028.61,3028.73,The
9117,3028.73,3029.01,reason
9118,3029.01,3029.11,I
9119,3029.11,3029.34,got
9120,3029.34,3029.4,in
9121,3029.4,3029.49,the
9122,3029.49,3029.76,race
9123,3029.76,3029.88,is
9124,3029.88,3029.98,when
9125,3029.98,3030.21,those
9126,3030.21,3030.57,people
9127,3030.57,3030.87,close
9128,3030.87,3031.06,your
9129,3031.06,3031.39,eyes
9130,3031.39,3031.72,Remember
9131,3031.72,3031.84,what
9132,3031.84,3032.03,those
9133,3032.03,3032.29,people
9134,3032.29,3032.48,look
9135,3032.48,3032.66,like
9136,3032.66,3032.95,coming
9137,3032.95,3033.07,out
9138,3033.07,3033.15,of
9139,3033.15,3033.24,the
9140,3033.24,3033.59,fields
9141,3033.59,3033.96,carrying
9142,3033.97,3034.69,torches
9143,3034.7,3034.96,their
9144,3034.96,3035.4,veins
9145,3035.4,3036.13,bulging
9146,3036.14,3037.38,beauty
9147,3037.39,3038.02,just
9148,3038.02,3038.71,spewing
9149,3038.71,3038.99,anti
9150,3038.99,3039.44,Semitic
9151,3039.44,3040.2,bile
9152,3040.21,3040.57,and
9153,3040.57,3041.03,accompanied
9154,3041.03,3041.14,by
9155,3041.14,3041.25,the
9156,3041.25,3041.45,Ku
9157,3041.45,3041.71,Klux
9158,3041.71,3042.01,Klan
9159,3042.01,3042.06,A
9160,3042.06,3042.25,young
9161,3042.25,3042.5,woman
9162,3042.5,3042.71,got
9163,3042.72,3043.2,killed
9164,3043.56,3043.7,and
9165,3043.7,3043.8,they
9166,3043.8,3044.01,asked
9167,3044.01,3044.08,the
9168,3044.08,3044.42,president
9169,3044.42,3044.51,when
9170,3044.51,3044.58,he
9171,3044.58,3044.8,thought
9172,3044.8,3044.88,he
9173,3044.88,3045.05,said
9174,3045.05,3045.14,there
9175,3045.14,3045.23,were
9176,3045.23,3045.92,very
9177,3045.93,3046.61,fine
9178,3046.62,3046.97,people
9179,3046.98,3047.13,on
9180,3047.13,3047.38,both
9181,3047.38,3047.94,sides
9182,3047.95,3048.8,No
9183,3048.81,3049.42,presidents
9184,3049.42,3049.66,ever
9185,3049.66,3049.9,said
9186,3049.9,3050.38,anything
9187,3050.38,3050.74,like
9188,3050.74,3051.97,that
9189,3051.98,3052.81,Now
9190,3052.82,3053.3,2nd
9191,3053.31,3054.2,2nd
9192,3054.2,3054.5,point
9193,3054.5,3054.64,I'd
9194,3054.64,3054.94,make
9195,3054.95,3055.07,to
9196,3055.07,3055.4,you
9197,3055.41,3055.83,is
9198,3055.83,3056.14,that
9199,3056.15,3056.69,when
9200,3056.7,3057.7,Floyd
9201,3057.7,3057.91,was
9202,3057.91,3058.17,killed
9203,3058.17,3058.31,when
9204,3058.31,3058.68,Mr
9205,3058.68,3059.02,Floyd
9206,3059.02,3059.16,was
9207,3059.16,3059.58,killed
9208,3060.06,3060.22,there
9209,3060.22,3060.38,was
9210,3060.38,3060.44,a
9211,3060.44,3060.82,peaceful
9212,3060.82,3061.31,protest
9213,3061.31,3061.39,in
9214,3061.39,3061.61,front
9215,3061.61,3061.67,of
9216,3061.67,3061.76,the
9217,3061.76,3061.98,White
9218,3061.98,3062.4,House
9219,3062.76,3062.92,What
9220,3062.92,3063.05,did
9221,3063.05,3063.14,he
9222,3063.14,3063.59,do
9223,3063.6,3063.84,He
9224,3063.84,3064.07,came
9225,3064.07,3064.21,out
9226,3064.21,3064.27,of
9227,3064.27,3064.41,his
9228,3064.41,3064.89,bunker
9229,3064.9,3065.28,Had
9230,3065.28,3065.35,the
9231,3065.35,3066.3,military
9232,3066.31,3066.72,do
9233,3066.72,3066.99,use
9234,3066.99,3067.26,tear
9235,3067.26,3067.61,gas
9236,3067.61,3067.95,arms
9237,3067.95,3068.04,we
9238,3068.04,3068.19,could
9239,3068.19,3068.46,walk
9240,3068.46,3069.1,across
9241,3069.11,3069.42,to
9242,3069.42,3069.53,a
9243,3069.53,3069.96,church
9244,3069.96,3070.07,and
9245,3070.07,3070.31,hold
9246,3070.31,3070.45,up
9247,3070.45,3070.52,a
9248,3070.52,3071.17,Bible
9249,3071.18,3071.6,And
9250,3071.6,3071.95,then
9251,3071.95,3072.14,what
9252,3072.14,3072.56,happened
9253,3072.57,3072.86,after
9254,3072.86,3073.32,that
9255,3073.33,3073.46,The
9256,3073.46,3073.85,bishop
9257,3073.85,3073.94,of
9258,3073.94,3074.14,that
9259,3074.14,3074.41,very
9260,3074.41,3074.87,church
9261,3074.87,3075.35,said
9262,3075.36,3075.61,that
9263,3075.61,3075.69,it
9264,3075.69,3075.82,was
9265,3075.82,3075.92,the
9266,3075.92,3076.67,disgrace
9267,3076.68,3076.97,The
9268,3076.97,3077.48,general
9269,3077.48,3077.58,who
9270,3077.58,3077.78,was
